14/04/2018,14/04/18,1,N.N. (man),unknown,"died of cardiac arrest, body found near border fence in Anyera (Ceuta, Spain)","https://bit.ly/2qwQEPA, https://bit.ly/2qCHRwn",35.8985929,-5.373166,Anyera,Spain,FaroeCeuta/APDHA/Ceuta TV/IOM,https://bit.ly/2HGGCDO,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,4016,Dorien,07-05-2018,New Entry,17/04/2018,Dorien
13/04/2018,13/04/18,1,N.N. (man),unknown,"died of cardiac arrest, body found near border fence in Anyera (Ceuta, Spain)","https://bit.ly/2qwQEPA, https://bit.ly/2qCHRwn",35.89855814,-5.37445346,Anyera,Spain,FaroCeuta/APDHA/IOM/Ceuta TV,https://bit.ly/2JPLF5i,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,4008,Dorien,07-05-2018,New entry,17/04/2018,Dorien
10/04/2018,10/04/18,1,N.N. (man),unknown,drowned in Kolpa river near Črnomelj (Slovenia) on border with Croatia,,45.56817903,15.29847739,Črnomelj,Slovenia,IOMSlovenia/AFP,https://bit.ly/2qnWOkU,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,4017,Dorien,24-04-2018,New Entry,19/04/2018,Dorien
09/04/2018,09/04/18,36,N.N.,unknown,"6 presumed drowned, 30 missing off coast of Houara,  20km south of Tangiers (MA), 10 survived",https://bit.ly/2IPJAoRhttps://bit.ly/2v7BaY1,35.56532431,-6.015228714,Houara,Morocco,EFE/Caminando/El Diario/IOM,https://bit.ly/2HptqDa,36,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,36,,,,36,,,,,,,,,,,,,4018,Dorien,24-04-2018,New Entry,19/04/2018,Dorien
09/04/2018,09/04/18,1,N.N. (man),unknown,drowned in Kolpa river near Črnomelj (Slovenia) on border with Croatia,,45.56944084,15.29916403,Črnomelj,Slovenia,DELO/IOMSlovenia,https://bit.ly/2v1hMff,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,4020,Dorien,07-05-2018,New Entry,19/04/2018,Dorien
06/04/2018,06/04/18,1,N.N. (woman),unknown,"drowned, found on Playa de Jabonera, Tarifa, Cádiz (Spain)",https://bit.ly/2H6xxGfhttps://bit.ly/2qh0shj,36.00737801,-5.595094155,Jabonera,Spain,Diario de Cádiz/IOM/EPress/EFE,https://bit.ly/2GJVwf0,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,4023,Dorien,07-05-2018,New Entry,19/04/2018,Dorien
06/04/2018,06/04/18,1,"Omar 'Susi' (16, boy)",Maghreb,"deliberately crushed by a truck near Port of Ceuta (Spain), driver went after the refugees",https://bit.ly/2qfCaEhhttps://bit.ly/2JrcQU1https://bit.ly/2qgqGzR,35.89611993,-5.321322895,Ceuta,Spain,El Faro de Ceuta/Ceuta Actualidad/IOM,https://bit.ly/2qj83Lo,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,4025,Dorien,10-05-2018,New Entry,19/04/2018,Dorien
02/04/2018,02/04/18,1,N.N. (man),unknown,"presumed drowned, body found 6 nautical miles NW of Port of Bouzedjar, Ain Témouchent (Algeria)",https://bit.ly/2IFjxkf,35.63536979,-1.325146605,Bouzedjar,Algeria,Liberté/Ouest Tribune/IOM,https://bit.ly/2Hjz0a1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,4026,Dorien,24-04-2018,New Entry,19/04/2018,Dorien
01/04/2018,01/04/18,11,N.N. (1 man),unknown,"4 drowned, 7 missing after a boat capsized between Tangier (MA) and Tarifa (E); 1 person rescued","Watch The Med Alarm Phone Investigations – 1st of April 2018Case name: 2018_03_27-WM219Situation: 12 travellers on the way to Tarifa capsized, only one survivor found Status of WTM Investigation: ConcludedPlace of Incident: Western Mediterranean SeaSummary of the Case: On Sunday the 1st of April, at 6.40pm, the Alarm Phone shift team was called by a contact person, who passed on information about a group of 12 travellers, who had left from Tangier at 5.00am. The last contact he had had to the travellers was at midday, where they were still not in distress, and informed him that they had spotted a helicopter, but since then he had been unable to reach them. Through tweets from the Spanish search and rescue organisation Salvamento Maritimo (SM) we found out that they had rescued one survivor and recovered four bodies from a capsized boat which started out with 12 people. We called SM, and from the phone number we had received from the contact person, we could confirm that this was the boat which had capsized. We passed on the sad news to the contact person.	",35.884649,-5.866705,Strait of Gibraltar,Morocco,WatchTheMed/IOMSpain/SalvaM/ELM/HinduTimes,http://watchthemed.net/index.php/reports/view/830,11,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,,,,3998,Dorien,10-05-2018,New Entry,12/04/2018,Klara
01/04/2018,01/04/18,1,N.N. (man),unknown,"presumed drowned, body found off the coast of Al-Hoceima (Morocco)",https://bit.ly/2GTiMXz,35.30734203,-3.957839329,Al-Hoceima,Morocco,EFE/IOM/YYABI,https://bit.ly/2GtFQwv,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,4027,Dorien,07-05-2018,New Entry,19/04/2018,Dorien
01/04/2018,01/04/18,1,N.N. (man),unknown,"presumed drowned, body found near Isles Habibas, Ain Témouchent (Algeria)",https://bit.ly/2GM739Mhttps://bit.ly/2IFjxkf,35.72482661,-1.134878621,Isles Habibas,Algeria,Réf/DK/OuestT/IOM,https://bit.ly/2JwAWNg,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,4029,Dorien,24-04-2018,New Entry,19/04/2018,Dorien
31/03/2018,31/03/18,1,N.N.,unknown,"presumed drowned, west of Plage Sbiaat, Commune de M'Said, Ain Témouchent (Algeria)",https://bit.ly/2GM739Mhttps://bit.ly/2IFjxkf,35.40012296,-1.25878494,"Plage Sbiaat, Commune de M'Said, Ain Témouchent",Algeria,Réf/DK/OuestT/IOM,https://bit.ly/2JwAWNg,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,4032,Dorien,24-04-2018,New Entry,19/04/2018,Dorien
30/03/2018,30/03/18,17,N.N.,unknown,"died in vehicle accident in Iğdır province (Turkey) near border with Armenia, 33 survivors",https://bit.ly/2q75Na2,39.94433524,43.98629707,Iğdır province,Turkey,Reuters/LV/IOM,https://reut.rs/2Ip7Gq4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,17,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,17,,,17,,,,,,,,,,,,,,4034,Dorien,24-04-2018,New Entry,19/04/2018,Dorien
29/03/2018,29/03/18,7,N.N. (men),unknown,"presumed drowned, unspecified location in Gibraltar Strait, between Morocco and Spain",,35.96199421,-5.382424111,Gibraltar Strait,Spain,Caminando/IOM,https://bit.ly/2Ej7nL0,7,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,7,,,,7,,,,,,,,,,,,,4035,Dorien,24-04-2018,New Entry,19/04/2018,Dorien
28/03/2018,28/03/18,1,"N.N. (16, boy)",Eritrea,died in Hospital in Lille (France) after jumping from a truck on a motorway near Port of Calais (F),"28th March : A 16 years old young Eritrean man succumbed to his wounds Wednesday, after having been hurt on the highway near Calais port, on last Friday, the 23, March.",50.6109683,3.0349045,Lille,France,CMS/Parisien/VoixDuNord/IOM,https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,4006,Dorien,24-04-2018,New Entry,12/04/2018,Klara
24/03/2018,24/03/18,1,N.N. (woman),unknown,died of lack of access to medicines in hospital in Turin (I) after being rejected on France-Italy border,https://bit.ly/2pF3rzV,45.0360233,7.6740315,Turin,Italy,CDS/FrSoir/IOM,https://bit.ly/2DV7ah3,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,4037,Dorien,24-04-2018,New Entry,19/04/2018,Dorien
22/03/2018,22/03/18,1,"N.N. (22, man)",Algeria,"stowaway, got stuck between 2 vehicles at Zeebrugge port (Belgium) while trying to get to the UK","22nd March: a 22 years old Algerian man died, stucked up between 2 vehicules, at Zeebruges port in Belgium. He was trying to cross to England.",51.339327,3.207022,Zeebrugge,Belgium,CMS,https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,4007,Klara,12/04/2018,New Entry,12/04/2018,Klara
20/03/2018,20/03/18,1,N.N. (man),unknown,"presumed drowned, body found on shore of Tripoli (Libya)",,32.90839706,13.25674128,Tripoli,Libya,IOMLibya,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,4039,Dorien,08-05-2018,New Entry,19/04/2018,Dorien
18/03/2018,18/03/18,1,N.N. (man),unknown,"drowned, body recovered on a beach in Rota, Cádiz (Spain)",,36.61900306,-6.364435634,"Rota, Cádiz ",Spain,GuardiaCivil/EPress/IOM,http://bit.ly/2FS0mql,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,4041,Dorien,24-04-2018,New Entry,19/04/2018,Dorien
17/03/2018,17/03/18,19,N.N. (9 children),Afghanistan/Iraq,"16 drowned, 3 missing, when migrant boat capsized off coast of Agathonisi (GR), 3 rescued","IOM Athens’ Kelly Namia reported Monday that on Saturday a boat capsized off the island of Agathonisi from which three people were rescued while 16 bodies were retrieved by the Hellenic Coast Guard. Authorities believe at least three people remain missing. Of the 16 bodies, nine were children. Three survivors (two women and one man) managed to reach the shore. According to the Hellenic Coast Guard eight victims were from Afghanistan, six from Iraq and two have not been unidentified. Of the children, five were from Afghanistan and four were from Iraq.http://reut.rs/2u2ZdGS",37.46285574,27.01084007,Agathonisi,Greece,HellCoastG/IOM Greece/Reuters/AP/ChNewsAsia,http://www.hcg.gr/node/17395,19,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,19,,,,19,,,,,,,,,,,,,4042,Klara,10/05/2018,New Entry,19/04/2018,Dorien
17/03/2018,17/03/18,2,N.N.,unknown,"died in vehicle acccident on highway near Xanthi (Greece) near border with Bulgaria, 7 survivors","Two more migrants were killed and seven more were injured on Saturday, in a separate incident in northern Greece, when their driver lost control of a vehicle during a car chase with the police, a police official told ReutersIOM: Besides these latest Mediterranean drownings, MMP reported that two migrants died and seven were injured in a car accident in Greece’s northern city of Xanthi on 17 March.http://bit.ly/2G78Nxi",41.15214243,24.88752017, Xanthi ,Greece,Reuters/AP/IOM/ChNewsAsia,http://reut.rs/2u2ZdGS,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,4043,Dorien,07-05-2018,New Entry,19/04/2018,Dorien
16/03/2018,16/03/18,1,N.N. (man),unknown,"presumed drowned, body found near Playa de la Madera, Tinajo, Lanzarote, Canary Islands (Spain)","On 16 March, the remains of a migrant were found near Playa de la Madera, in Lanzarote, Canary Islands.http://bit.ly/2tVzsIkhttp://bit.ly/2ptEkPthttp://bit.ly/2pvglPS",29.0620864,-13.7746296,"Playa de la Madera, Tinajo, Lanzarote",Spain,EFE/La Provincia/IOM/VozDeL,http://bit.ly/2GHq0uS,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,4045,Klara,02/05/2018,New Entry,19/04/2018,Dorien
15/03/2018,15/03/18,1,"Mame Mbaye Ndiaye (35, man)",Senegal,"died of heart attack, police chased the illegal street vendor through Madrid (Spain) until he collapsed"," Protesters clashed with security forces in the multicultural Madrid neighbourhood of Lavapiés on Thursday following the death of a Senegalese man whom they said was chased through the streets by police.Riot police and firefighters were deployed to Lavapiés, a district in the centre of the Spanish capital with a large immigrant population, as angry protesters set fire to dustbins and a motorbike, and threw stones at security forces.Demonstrators told AFP they were protesting in support of Mame Mbaye Ndiaye, a 35-year-old street vendor from Senegal, who arrived in Spain by boat 12 years ago.Emergency services said Mbage was found unconscious on a street in Lavapiés by police on patrol. ""They were busy trying to revive him"" when emergency workers arrived, a spokeswoman said. However he died of cardiac arrest.[Police claim a patrol went to his aid after he was found on the street in Lavapies suffering an epileptic fit and that he died of a heart attack while emergency services were attempting to save him.]She did not know what had happened to Mbage before he collapsed, but several other street vendors who were with him said he had been chased by police from Puerta del Sol. ""Municipal police arrived and chased him from Sol to Lavapiés with a motorbike,"" said Modou, a 25-year-old vendor from Senegal who refused to give his surname.""At the end he died here,"" Modou told AFP, with others confirming the account.Mbage worked as an illegal vendor and sent some money back to his family, one of thousands of migrants who have reached Spain over the years in search of a better life.Spain is the third busiest gateway for migrants coming to Europe, with close to 23,000 arrivals in 2017. Hundreds have died along the way.",40.408804,-3.701205,"Lavapies, Madrid",Spain,LocalES/AfricaNews/TeleSur,https://www.thelocal.es/20180316/violent-protest-in-madrids-lavapis-after,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4128,Klara,02/05/2018,New Entry,02/05/2018,Klara
